attraction_new_marsianskoe_ozero	Марсианское озеро в Крыму	Бахчисарай	Бахчисарай, Крым	44.811968	33.9804
attraction_new_bereg_kamennyh_krokodilov	Маршрут "Берег каменных крокодилов"	Щёлкино			
attraction_new_massandra_beach	Массандровский пляж в Ялте	Ялта	Ялта, Крым	44.500232	34.169568
attraction_new_matrosskiy_bulvar	Матросский бульвар в Севастополе	Севастополь			
attraction_new_matrosskiy_sad_morsad	Матросский сад в Феодосии	Феодосия			
attraction_new_mezhvodnenskaya_buhta	Межводненская бухта	Оленевка			
attraction_new_pole_alminskogo_srazheniya	Мемориал "Поле Альминского сражения"	Севастополь			
attraction_new_memorial_eltigen	Мемориал Эльтиген	Керчь			
attraction_new_kontslager_krasnyy	Мемориальный комплекс "Концлагерь Красный"	Симферополь			
attraction_new_mechet_beybarsa	Мечеть Бейбарса в Старом Крыму	Старый Крым			
attraction_new_mechet_dzhuma_dzhami	Мечеть Джума-Джами в Керчи	Керчь			
attraction_new_ismi_han_dzhami	Мечеть Исми-Хан Джами	Ялта			
attraction_new_mechet_mufti_dzhami_feodosiya	Мечеть Муфти-Джами в Феодосии	Феодосия	Феодосия, Караимская ул., 1		
attraction_new_mechet_tahtaly_dzhami_v_bahchisarae	Мечеть Тахталы-Джами в Бахчисарае	Бахчисарай	Бахчисарай, ул		
attraction_new_mechet_uzbek_hana_v_starom_krymu	Мечеть Узбек-хана в Старом Крыму	Старый Крым	чаще указывают Старый Крым, ул		
attraction_new_mechet_yuhary_dzhami_v_alushte	Мечеть Юхары-Джами в Алуште	Алушта	Алушта, Верхняя ул., 5		
attraction_new_mishorskaya_rusalka	Мисхорская русалка	Алупка			
attraction_new_mogila_i_k_ayvazovskogo_v_feodosii	Могила И. К. Айвазовского в Феодосии	Феодосия	Феодосия, Армянская ул., 1		
attraction_new_moynakskoe_ozero_v_evpatorii	Мойнакское озеро в Евпатории	Евпатория	Евпатория, Крым	45.194561	33.367043
attraction_new_monastyr_surb_stepanos	Монастырь Сурб-Степанос	Старый Крым	район Монастырской балки, Старый Крым / Кировский район		
attraction_new_peschernyy_monastyr_chelter_koba	Пещерный монастырь Челтер-Коба	Бахчисарай		44.630948	33.831031
attraction_new_muzey_amet_hana_sultana_v_alupke	Музей Амет-Хана Султана в Алупке	Алупка	Алупка, ул		
attraction_new_muzey_very_muhinoy_v_feodosii	Музей Веры Мухиной в Феодосии	Феодосия	Феодосия, ул		
attraction_new_muzey_dom_vina_v_evpatorii	Музей "Дом вина" в Евпатории	Евпатория	Евпатория, ул. имени Братьев Буслаевых, 30	45.189167	33.371334
attraction_new_muzey_geroev_chernobylya_zvezda_polyn	Музей героев Чернобыля "Звезда Полынь"	Евпатория	требует проверки — Ленина, 10 или Ленина, 12	45.186703	33.3667
attraction_new_muzey_konstantina_korovina_villa_salambo	Музей Константина Коровина — вилла "Саламбо"	Гурзуф	Гурзуф, ул		
attraction_new_muzey_mariny_i_anastasii_tsvetaevyh	Музей Марины и Анастасии Цветаевых	Феодосия	Феодосия, ул	45.035136	35.380049
attraction_new_muzey_a_s_pushkina_v_gurzufe	Музей А. С. Пушкина в Гурзуфе	Ялта	Гурзуф, ул		
attraction_new_muzey_sakskogo_kurorta	Музей Сакского курорта	Евпатория	Саки, ул		
attraction_new_muzey_s_n_sergeeva_tsenskogo_v_alushte	Музей С. Н. Сергеева-Ценского в Алуште	Алушта	Алушта, ул		
attraction_new_muzey_chernomorskogo_flota_v_sevastopole	Музей Черноморского флота в Севастополе	Севастополь	Севастополь, ул		
attraction_new_muzey_avtomobilnogo_iskusstva_v_yalte	Музей автомобильного искусства в Ялте	Ялта	Ялта, ул		
attraction_new_muzey_apteki	Музей аптеки — Евпатория	Евпатория		45.197743	33.380681
attraction_new_muzey_illyuziy	Музей иллюзий / Галерея иллюзий — Алушта	Алушта			
attraction_new_muzey_kerchensko_eltigenskogo_desanta	Музей истории Керченско-Эльтигенского десанта — Керчь, Героевское	Керчь			
attraction_new_muzey_istorii_krymskoy_voyny	Музей истории Крымской войны — Евпатория	Евпатория		45.19281	33.372755
attraction_new_muzey_istorii_tramvaya_i_trolleybusa	Музей истории трамвая и троллейбуса — Симферополь	Симферополь		44.9647	34.1035
attraction_new_muzey_kamnya	Музей камня и самоцветов — Алушта	Севастополь			
attraction_new_muzey_okeanografii_i_rybnogo_hozyaystva	Музей океанографии и рыбного хозяйства — Керчь	Керчь		45.35008	36.47412
attraction_new_muzey_piratov_chernogo_morya	Музей пиратов Чёрного моря — Евпатория	Евпатория			
attraction_new_muzey_shmeleva	Музей писателя И. С. Шмелёва — Алушта	Алушта		44.658268	34.405219
attraction_new_muzey_planerizma	Музей планеризма в Коктебеле — Коктебель / гора Клементьева	Феодосия			
attraction_new_muzey_pochty	Музей почты — Евпатория	Евпатория			
attraction_new_muzey_prirody_krymskogo_zapovednika	Музей природы Крымского заповедника — Алушта	Алушта			
attraction_new_mys_zyuk	Мыс Зюк — Керченский полуостров, Курортное	Курортное	Курортное, Крым	45.481884	36.342909
attraction_new_mys_kapchik_skvoznoy_grot	Мыс Капчик и Сквозной грот — Новый Свет	Новый Свет	Новый Свет, Крым	44.83479	34.914379
attraction_new_mys_karamrun	Мыс Карамрун / Кара-Мрун — Оленевка, Тарханкут	Оленевка		45.3904	32.4805
attraction_new_mys_kiik_atlama	Мыс Киик-Атлама — Орджоникидзе / Феодосия	Феодосия	Феодосия, Крым	44.951982	35.381423
attraction_new_mys_priboynyy	Мыс Прибойный — Оленевка, Тарханкут	Оленевка			
attraction_new_mys_fonar	Мыс Фонарь — Керчь, Подмаячный	Керчь		45.382946	36.644643
attraction_new_mys_frantsuzhenka	Мыс Француженка — Судак	Судак		44.83255	35.008793
attraction_new_mys_hroni	Мыс Хрони — Керченский полуостров	Керчь			
attraction_new_naberezhnaya_alushty	Набережная Алушты	Алушта	Алушта, Крым	44.678971	34.413164
attraction_new_naberezhnaya_gurzufa	Набережная Гурзуфа	Гурзуф	Гурзуф, Крым	44.5406	34.2766
attraction_new_naberezhnaya_kerchi	Набережная Керчи	Керчь			
attraction_new_naberezhnaya_kornilova	Набережная Корнилова	Севастополь	Севастополь, Крым	44.620639	33.524705
attraction_new_naberezhnaya_nazukina	Набережная Назукина	Севастополь	Севастополь, Крым	44.5	33.6
attraction_new_naberezhnaya_ordzhonikidze	Набережная Орджоникидзе	Феодосия	Феодосия, Крым	44.9644	35.3505
attraction_new_naberezhnaya_sudaka	Набережная Судака	Судак			
attraction_new_naberezhnaya_tereshkovoy	Набережная Терешковой	Евпатория	Евпатория, Крым	45.194334	33.369033
attraction_new_naberezhnaya_feodosii	Набережная Феодосии	Феодосия			
attraction_new_naberezhnaya_i_plyazh	Набережная и пляж Новофёдоровки	Евпатория	Евпатория, Крым	45.0923	33.5553
attraction_new_neapol_skifskiy	Неаполь Скифский	Симферополь			
attraction_new_nizhne_oreandskiy_park	Нижне-Ореандский парк	Ялта		44.455825	34.137929
attraction_new_obelisk_slavy_na_gore_mitridat	Обелиск Славы на горе Митридат	Керчь			
attraction_new_ozero_voron	Озеро Ворон	Судак		44.9141	34.819
attraction_new_ozero_kyzyl_yar	Озеро Кызыл-Яр	Саки		45.061535	33.605993
attraction_new_ozero_yarylgach	Озеро Ярылгач	Черноморское	Черноморское, Крым	45.58493	32.841001
attraction_new_oyburskoe_ozero	Ойбурское озеро	Евпатория			
attraction_new_ostrov_ivan_baba	Остров Иван-Баба	Коктебель	Коктебель, Крым	44.962502	35.354061
attraction_new_mys_chauda	Мыс Чауда	Феодосия	Феодосия, Крым	45.034251	35.385636
attraction_new_mertvaya_bukhta	Мёртвая бухта	Коктебель		44.965567	35.288627
attraction_new_pamyatnik_vezhlivym_lyudyam	Памятник Вежливым людям в Симферополе	Симферополь			
attraction_new_pamyatnik_volode_dubininu	Памятник Володе Дубинину в Керчи	Керчь			
attraction_new_pamyatnik_evpatoriyskomu_desantu	Памятник Евпаторийскому десанту	Симферополь			
attraction_new_pamyatnik_ekaterine_ii	Памятник Екатерине II в Симферополе	Симферополь			
attraction_new_pamyatnik_kazarskomu	Памятник Казарскому в Севастополе	Севастополь			
attraction_new_pamyatnik_nakhimovu	Памятник Нахимову в Севастополе	Севастополь			
attraction_new_pamyatnik_soldatu_i_matrosu	Памятник Солдату и Матросу в Севастополе	Севастополь			
attraction_new_pamyatnik_chekhov_i_dama_s_sobachkoy	Памятник Чехов и Дама с собачкой в Ялте	Ялта			
attraction_new_panskoe_ozero	Панское озеро в Крыму	Черноморское		45.540542	32.794482
attraction_new_park_krym_v_miniatyure	Парк "Крым в миниатюре" в Алуште	Алушта	Алушта, Крым	44.672536	34.411135
attraction_new_krym_v_miniatyure_na_ladoni	Парк "Крым в миниатюре на ладони" в Бахчисарае	Бахчисарай			
attraction_new_ekopark_lukomorye	Экопарк "Лукоморье" в Севастополе	Севастополь			
attraction_new_park_pobedy	Парк Победы в Севастополе	Севастополь	Севастополь, Крым	44.615531	33.529225
attraction_new_park_salgirka	Парк Салгирка в Симферополе	Симферополь	проспект Академика Вернадского, 2		
attraction_new_park_chair	Парк Чаир в Гаспре	Ялта	Ялта, Крым	44.432462	34.095984
attraction_new_fedyukhiny_vysoty	Парк живой истории "Федюхины высоты"	Севастополь			
attraction_new_park_anny_akhmatovoy	Парк имени Анны Ахматовой в Севастополе	Севастополь	ул		
attraction_new_park_voykova	Парк имени Войкова в Керчи	Керчь			
attraction_new_park_frunze	Парк имени Фрунзе в Евпатории	Евпатория	Евпатория, Крым	45.190391	33.363605
attraction_new_park_lvov_taigan	Парк львов "Тайган" в Крыму	Керчь		45.036049	34.563718
attraction_new_dreamwood_park_krym	Парк приключений "Дримвуд" в Крыму	Ялта	Ялта, Крым	44.49121	34.166021
attraction_new_dinoteriy_koktebel	Парк птиц "Динотерий" в Коктебеле	Коктебель	Коктебель, Крым	44.963537	35.249916
attraction_new_park_sanatoriya_gurzufskiy	Парк санатория "Гурзуфский"	Ялта	Ялта, Крым	44.548078	34.283932
attraction_new_park_sanatoriya_krym_partenit	Парк санатория "Крым"	Партенит	Партенит, Крым	44.576684	34.348164
attraction_new_park_kuchuk_lambat_utes	Парк усадьбы Кучук-Ламбат	Алушта		44.592346	34.367494
attraction_new_park_usadby_keppena_karabah	Парк усадьбы П. И. Кёппена	Алушта			
attraction_new_partizanskoe_vodohranilishche	Партизанское водохранилище				
attraction_new_perevernuty_dom_evpatoria	Перевёрнутый дом в Евпатории	Евпатория			
attraction_new_perekopskiy_val	Перекопский вал				
attraction_new_petropavlovskiy_sobor_sevastopol	Петропавловский собор в Севастополе	Севастополь			
attraction_new_peschera_butylochka_tarkhankut	Пещера Бутылочка на Тарханкуте	Оленевка			
attraction_new_peschera_geofizicheskaya_ai_petri	Пещера Геофизическая на Ай-Петри	Ялта		44.45581	34.05335
attraction_new_peschera_man_demerdzhi	Пещера МАН	Алушта		44.7847	34.3764833
attraction_new_peschera_shaitan_koba	Пещера Шайтан-Коба	Бахчисарай			
attraction_new_peschera_yaltinskaya_ai_petri	Ялтинская пещера на Ай-Петри	Кореиз			
attraction_new_peschera_grot_chokurcha	Пещера-грот Чокурча	Симферополь		44.959362	34.135443
attraction_new_ploshchad_lenina_simferopol	Площадь Ленина в Симферополе	Симферополь			
attraction_new_ploshchad_nakhimova_sevastopol	Площадь Нахимова в Севастополе	Севастополь			
attraction_new_plyazh_alye_parusa_feodosiya	Пляж "Алые паруса" в Феодосии	Феодосия	Феодосия, Крым	45.076835	35.413359
attraction_new_plyazh_baunti_fiolent	Пляж Баунти на Фиоленте	Севастополь		44.521681	33.46875
attraction_new_plyazh_vasili_balaklava	Пляж Васили в Балаклаве	Севастополь	Севастополь, Крым	44.4921	33.5781
attraction_new_plyazh_goluboy_zaliv_simeiz	Пляж Голубой залив в Симеизе	Ялта			
attraction_new_plyazh_zateryannyy_mir_u_mysa_ayya	Пляж Затерянный мир у мыса Айя	Балаклава			
attraction_new_plyazh_zolotye_peski_v_evpatorii	Пляж Золотые пески в Евпатории	Евпатория			
attraction_new_plyazh_inzhir_v_urochische_ayazma	Пляж Инжир в урочище Аязьма	Ялта	Ялта, Крым	44.468725	33.637842
attraction_new_plyazh_kameshki_v_feodosii	Пляж Камешки в Феодосии	Феодосия	Феодосия, Крым	45.030532	35.378641
attraction_new_plyazh_kanaka	Пляж Канака	Алушта		44.7871	34.6455
attraction_new_plyazh_karavella_na_myse_fiolent	Пляж Каравелла на мысе Фиолент	Севастополь			
attraction_new_plyazh_lazurnyy_bereg_v_evpatorii	Пляж Лазурный берег в Евпатории	Евпатория	Евпатория, Крым	45.175943	33.321938
attraction_new_plyazh_lyubimovka_v_sevastopole	Пляж Любимовка в Севастополе	Севастополь	Севастополь, Крым	44.614761	33.528898
attraction_new_plyazh_mayami_v_olenevke	Пляж Майами в Оленевке	Оленевка		45.372358	32.515233
attraction_new_primorskiy_plyazh_v_yalte	Приморский пляж в Ялте	Ялта	Ялта, Крым	44.494469	34.172255
attraction_new_plyazh_sandali_sundali_v_kerchi	Пляж Сандали / SunDali в Керчи	Керчь			
attraction_new_plyazh_uchkuevka_v_sevastopole	Пляж Учкуевка в Севастополе	Севастополь	Севастополь, Крым	44.620264	33.527216
attraction_new_plyazh_hrustalnyy_v_sevastopole	Пляж Хрустальный в Севастополе	Севастополь			
attraction_new_plyazh_tsarskoe_selo_na_fiolente	Пляж Царское село на Фиоленте	Севастополь		44.50853	33.48173
attraction_new_podvodnyy_muzey_alleya_vozhdey_na_tarhankute	Подводный музей "Аллея вождей" на Тарханкуте	Оленевка	Оленевка, Крым	45.385116	32.536864
attraction_new_pokrovskiy_sobor_v_sevastopole	Покровский собор в Севастополе	Севастополь	Севастополь, Крым	44.61876	33.521971
attraction_new_pokrovskiy_hram_v_sudake	Покровский храм в Судаке	Судак			
attraction_new_primorskiy_bulvar_v_sevastopole	Приморский бульвар в Севастополе	Симферополь	Симферополь, Крым	44.6156	33.5224
attraction_new_primorskiy_park_alushta	Приморский парк (Алушта)	Алушта	Алушта, Крым	44.673883	34.406991
attraction_new_professorskiy_ugolok_alushta	Профессорский уголок	Алушта			
attraction_new_pushkinskiy_grot_gurzuf	Пушкинский грот	Гурзуф		44.546676	34.29645
attraction_new_pushkinskiy_skver_feodosiya	Пушкинский сквер (Феодосия)	Феодосия			
attraction_new_radioteleskop_rt_22_katsiveli	Радиотелескоп РТ-22	Ялта			
attraction_new_kostel_neporochnogo_zachatiya_yalta	Римско-католический костёл Непорочного зачатия Девы Марии	Ялта	Ялта, ул. Пушкинская, 25		
attraction_new_romanovskaya_doroga_krym	Романовская дорога	Ялта			
attraction_new_rotonda_na_naberezhnoy_alushty	Ротонда на набережной Алушты	Алушта			
attraction_new_rotondy_naberezhnaya_gorkogo_evpatoriya	Ротонды на Набережной Горького	Евпатория			
attraction_new_naberezhnaya_sakskogo_ozera_saki	Сакская набережная — набережная Сакского озера	Саки			
attraction_new_salachik_bakhchisaray	Салачик	Бахчисарай			
attraction_new_svetomuzykalnyy_fontan_evpatoriya	Светомузыкальный фонтан	Евпатория			
attraction_new_svyato_ilyinskiy_hram_evpatoriya	Свято-Ильинский храм	Евпатория	ул. Братьев Буслаевых, 1Б; в отдельных справочниках встречается №5 — проверить по карте		
attraction_new_svyato_nikolaevskiy_sobor_evpatoriya	Свято-Николаевский собор (Евпатория)	Евпатория	Евпатория, ул. Тучина, 2		
attraction_new_svyato_nikolskiy_hram_piramida_sevastopol	Свято-Никольский храм-пирамида	Севастополь	Севастополь, ул. Богданова, 43		
attraction_new_svyato_petropavlovskiy_sobor_simferopol	Свято-Петропавловский собор	Симферополь	Симферополь, ул. Пролетарская, 5		
attraction_new_svyato_troitskiy_sobor_simferopol	Свято-Троицкий собор (Симферополь)	Симферополь	Симферополь, ул. Одесская, 12		
attraction_new_sevastopolskaya_bukhta	Севастопольская бухта	Севастополь			
attraction_new_sevastopolskiy_akvarium_muzey	Севастопольский аквариум-музей	Севастополь	Севастополь, пр. Нахимова, 2	44.61656	33.521402
attraction_new_seminarskiy_skver_simferopol	Семинарский сквер	Симферополь			
attraction_new_serebryanyy_plyazh_balaklavy	Серебряный пляж Балаклавы — достопримечательность Крыма	Севастополь	Севастополь, Крым	44.50077	33.596901
attraction_new_simeizskiy_park	Симеизский парк — достопримечательность Крыма	Симеиз	Симеиз, Крым	44.404823	33.995621
attraction_new_simferopolskaya_kenassa	Симферопольская кенасса — достопримечательность Крыма	Симферополь			
attraction_new_simferopolskiy_hudozhestvennyy_muzey	Симферопольский художественный музей — достопримечательность Крыма	Симферополь			
attraction_new_sinagoga_egiya_kapay_evpatoriya	Синагога Егия-Капай — достопримечательность Крыма	Симферополь			
attraction_new_sinopskaya_lestnitsa_sevastopol	Синопская лестница — достопримечательность Крыма	Севастополь			
attraction_new_skala_dzhenevez_kaya_gurzuf	Скала Дженевез-Кая — достопримечательность Крыма	Гурзуф			
attraction_new_skala_ivan_razboynik_karadag	Скала Иван-разбойник — достопримечательность Крыма	Коктебель			
attraction_new_skala_krasnyy_kamen_kyzyl_tash	Скала Красный Камень — Кызыл-Таш — достопримечательность Крыма	Гурзуф			
attraction_new_skala_kuchuk_ayu_partenit	Скала Кучук-Аю — достопримечательность Крыма	Гурзуф			
attraction_new_skala_panea_simeiz	Скала Панеа — достопримечательность Крыма	Симеиз			
attraction_new_skala_cherepaha_tarhankut	Скала Черепаха — достопримечательность Крыма	Оленевка			
attraction_new_skala_shalyapina_gurzuf	Скала Шаляпина — достопримечательность Крыма	Гурзуф	Гурзуф, Крым	44.545437	34.284327
attraction_new_skala_i_ozero_shaan_kaya	Скала и озеро Шаан-Кая — достопримечательность Крыма	Алупка	Алупка, Крым	44.414139	34.045857
attraction_new_skaly_orest_i_pilad_fiolent	Скалы Орест и Пилад — достопримечательность Крыма	Севастополь			
attraction_new_skaly_korabli_elken_kaya_opuk	Скалы-корабли Элькен-Кая — достопримечательность Крыма	Керчь			
attraction_new_skver_40_letiya_pobedy_alushta	Сквер 40-летия Победы (Алушта) — достопримечательность Крыма	Алушта			
attraction_new_skver_slavy_kerch	Сквер Славы — достопримечательность Крыма	Керчь			
attraction_new_skelskie_mengiry_rodnikovoe	Скельские менгиры — достопримечательность Крыма			44.4653	33.8488
attraction_new_sklep_demetri_kerch	Склеп Деметры — достопримечательность Крыма	Керчь	Керчь, Крым	45.359795	36.465547
attraction_new_zvezdopad_vospominaniy_koktebel	Смотровая площадка "Звездопад воспоминаний"	Коктебель	Коктебель, Крым	44.957339	35.246043
attraction_new_sobor_aleksandra_nevskogo_yalta	Собор Александра Невского в Ялте	Ялта			
attraction_new_soldatskaya_peshchera_krym	Солдатская пещера	Белогорск			
attraction_new_stena_ushakova_mys_ayya	Стена Ушакова	Балаклава			
attraction_new_streletskaya_buhta_sevastopol	Стрелецкая бухта	Севастополь			
attraction_new_suvorovskiy_dub_belogorsk	Суворовский дуб	Белогорск		45.079821	34.618739
attraction_new_suuk_koba_chatyr_dag	Суук-Коба				
attraction_new_syrnye_skaly_tuzluh_malorechenskoe	Сырные скалы Тузлух	Алушта			
attraction_new_syuyrenskaya_krepost_bahchisaray	Сюйреньская крепость	Бахчисарай			
attraction_new_tayganskoe_vodohranilishche_belogorsk	Тайганское водохранилище	Симферополь			
attraction_new_tarhankutskiy_mayak_olenevka	Тарханкутский маяк	Оленевка			
attraction_new_karadzhinskoe_gorodishche_tarhankut	Тарханкутское — Караджинское городище	Оленевка			
attraction_new_teatr_chekhova_yalta	Театр имени Чехова в Ялте	Ялта			
attraction_new_teatr_morskih_zhivotnyh_akvatoriya_yalta	Театр морских животных "Акватория"	Ялта	Ялта, Крым	44.499045	34.165197
attraction_new_teatralnaya_ploshchad_evpatoriya	Театральная площадь	Евпатория			
attraction_new_teplohod_knyaz_bagration_sudak	Теплоход "Князь Багратион"	Новый Свет			
attraction_new_tobechikskoe_ozero_kerch	Тобечикское озеро	Керчь			
attraction_new_toplovskiy_monastyr_krym	Топловский Троице-Параскевиевский монастырь	Белогорск			
attraction_new_tropa_grina_staryy_krym_koktebel	Тропа Грина	Коктебель			
attraction_new_tropik_park_evpatoriya	Тропик-парк	Евпатория			
attraction_new_turetskie_bani_evpatorii	Турецкие бани Евпатории	Евпатория		45.198084	33.377135
attraction_new_fort_severnaya_balaklava	Форт Северная Балаклава	Севастополь		44.5046	33.6078
attraction_new_cheremisovskie_vodopady	Черемисовские водопады	Белогорск		44.9342	34.7025
attraction_new_30_ya_beregovaya_batareya	30-я береговая батарея	Севастополь	Батарейная ул., 5, Севастополь	44.662804	33.558139
attraction_new_35_ya_beregovaya_batareya	35-я береговая батарея	Севастополь	Севастополь, Балаклавский муниципальный округ	44.504763	33.500234
attraction_new_agatovyi_plyazh	Агатовый пляж	Феодосия	Агатовый пляж, Орджоникидзевский поселковый совет, Феодосійський район, Автономна Республіка Крим, 298184, Україна	44.956353	35.358999
attraction_new_ak_monayskie_kamenolomni	Ак-Монайские каменоломни	Каменское	район села Каменское, Ак-Монайский перешеек	45.286	35.527
attraction_new_akvapark_atlantida	Аквапарк Атлантида	Ялта	ул. Коммунаров, 7А, Ялта	44.481628	34.151859
attraction_new_akvapark_bananovaya_respublika	Аквапарк Банановая Республика	Прибрежное	ул. Каламитская, 14, Прибрежное	45.150779	33.49895
attraction_new_akvapark_goluboy_zaliv	Аквапарк Голубой залив	Ялта	Республика Крым, муниципальный округ Ялта	44.416108	33.984884
attraction_new_akvapark_koktebel	Аквапарк Коктебель	Феодосия	Аквапарк "Коктебель", улица Ленина, Коктебель, Коктебельский поселковый совет, Феодосійський район, Автономна Республіка Крим, 298186, Україна	44.966522	35.255514
attraction_new_akvapark_mindalnaya_roshcha	Аквапарк Миндальная роща	Алушта	Аквапарк "Миндальная роща", 6, Набережная улица, Профессорский уголок, Микрорайон имени 60 лет СССР, Алушта, Ялтинський район, Автономна Республіка Крим, 298519, Україна	44.661128	34.408249
attraction_new_akvapark_sudak	Аквапарк Судак	Судак	Республика Крым	44.850532	34.976157
attraction_new_akvapark_u_lukomorya	Аквапарк У Лукоморья	Евпатория	Акваленд "У Лукоморья", улица Кирова, Евпатория, Євпаторійський район, Республика Крым, 297412, Україна	45.184187	33.357922
attraction_new_aktiviti_park_limpopo	Активити-парк Лимпопо	Севастополь	просп. Октябрьской Революции, 24, Севастополь	44.592335	33.455714
attraction_new_aleksandro_nevskiy_sobor_simferopol	Александро-Невский собор	Симферополь	Собор Александра Невского, улица Серова, Крест, Сейит-Сеттар мааллеси, Центральный район, Симферополь, Сімферопольський район, Автономна Республіка Крим, 295024, Україна	44.952862	34.098189
attraction_new_alushtinskiy_akvarium	Алуштинский аквариум	Алушта	Республика Крым	44.660288	34.393043
attraction_new_alushtinskiy_istoriko_kraevedcheskiy_muzey	Алуштинский историко-краеведческий музей	Алушта	ул. Ленина, 8, Алушта	44.67387	34.414516
attraction_new_angarskiy_pereval	Ангарский перевал	Симферополь	Республика Крым, муниципальный округ Алушта	44.75627	34.344677
attraction_new_arabatskaya_strelka	Арабатская стрелка	Феодосия	Республика Крым, Ленинский район, Семисотское сельское поселение	45.311982	35.444341
attraction_new_arman_kaya_gora_krokodil	Арман-Кая, гора Крокодил	Бахчисарай	Республика Крым, Бахчисарайский район, Куйбышевское сельское поселение	44.653171	33.788306
attraction_new_surb_nikogayos	Армянская церковь Сурб Никогайос	Евпатория	Поворотная ул., 50А, Евпатория	45.200254	33.379765
attraction_new_arpatskie_vodopady	Арпатские водопады	Зеленогорье	Зеленогорье, урочище Панагия	44.885048	34.678491
attraction_new_belbekskaya_dolina	Бельбекская долина	Ялта	Республика Крым, Бахчисарай	44.758081	33.878281
attraction_new_belbekskie_vorota	Бельбекские ворота	Бахчисарай	Вид на Бельбекские ворота, Санаторная улица, Большое Садовое, Куйбышевское сельское поселение, Бахчисарайский район, Автономна Республіка Крим, 98481, Україна	44.634351	33.832311
attraction_new_belbekskiy_kanon	Бельбекский каньон	Бахчисарай	Бельбекский каньон, Куйбышевское сельское поселение, Бахчисарайский район, Республика Крым, 98481, Україна	44.644902	33.821197
attraction_new_arpatskiy_kanon	Арпатский каньон	Алушта	Республика Крым, муниципальный округ Алушта	44.888139	34.705055
attraction_new_tavrida_art_cluster	Арт-кластер "Таврида"	Судак	Республика Крым, городской округ Судак	44.834674	35.021075
attraction_new_artilleriyskaya_bukhta	Артиллерийская бухта	Севастополь	Севастополь	44.615994	33.520078
attraction_new_kerkinitida_severo_zapadny_prigorod	Северо-западный пригород Керкинитиды	Евпатория	Республика Крым, Евпатория	45.187745	33.3697
attraction_new_arshintsevskaya_kosa	Аршинцевская коса	Керчь	Республика Крым, Керчь	45.258067	36.430592
attraction_new_ayanskoe_vodokhranilishche	Аянское водохранилище	Симферополь	Республика Крым, Симферопольский район, Добровское сельское поселение	44.844237	34.285883
attraction_new_baydarskaya_yayla	Байдарская яйла	Севастополь	Севастополь, Балаклавский район, Орлиновский муниципальный округ, гора Каланых-Кая	44.431081	33.731446
attraction_new_bakalskaya_kosa	Бакальская коса	Черноморское	Республика Крым, Раздольненский район, Славновское сельское поселение, озеро Бакальское	45.763449	33.170571
attraction_new_bakalskoe_ozero	Бакальское озеро	Черноморское	Республика Крым, Раздольненский район, Славновское сельское поселение	45.745993	33.17437
attraction_new_balaklavskaya_bukhta	Балаклавская бухта	Севастополь	Севастополь	44.497312	33.597665
attraction_new_balanovskoe_vodokhranilishche	Балановское водохранилище	Белогорск	Республика Крым, Белогорский район, Зуйское сельское поселение	44.983695	34.340267
attraction_new_barakolskaya_dolina	Баракольская долина	Феодосия	Республика Крым, муниципальный округ Феодосия	45.012765	35.242984
attraction_new_bashnya_vetrov_sevastopol	Башня Ветров	Севастополь	Севастополь, улица Фрунзе	44.611016	33.524037
attraction_new_bashnya_krisko_feodosiya	Башня Криско	Феодосия	Республика Крым, Феодосия, Крепость Кафа	45.022346	35.400299
attraction_new_choban_kule	Башня Чобан-Куле	Алушта	Республика Крым, городской округ Судак	44.811374	34.745955
attraction_new_bashtanovskie_sfinksy	Баштановские сфинксы	Бахчисарай	район села Баштановка, Бахчисарайский район	44.696	33.882
attraction_new_belogorskoe_vodokhranilishche	Белогорское водохранилище	Белогорск	Республика Крым, городской округ Судак	45.018691	34.599296
attraction_new_belyaus	Беляусская коса	Евпатория	Республика Крым, Черноморский район, коса Северная	45.342673	32.95601
attraction_new_binbash_koba	Бинбаш-Коба		Республика Крым, Симферопольский район, Добровское сельское поселение, пещера Бинбаш-Коба	44.784767	34.2867
attraction_new_biserniy_hram	Бисерный храм Святой Анастасии	Бахчисарай	Республика Крым, Бахчисарайский район, Ландшафтно-рекреационный парк регионального значения Бахчисарай	44.698157	33.884417
attraction_new_bolshaya_sevastopolskaya_tropa	Большая Севастопольская тропа	Севастополь	Севастополь, Балаклава, Большая Севастопольская тропа	44.430504	33.704511
attraction_new_atlesh	Большой и Малый Атлеш	Оленевка	Республика Крым, Черноморский район, Оленевское сельское поселение, село Оленевка	45.347618	32.494822
attraction_new_bochka_smerti	Бочка смерти	Севастополь	южный форт Балаклавы, Севастополь	44.492421	33.619896
attraction_new_bulganak	Булганакское озеро и грязевые вулканы	Керчь	Республика Крым, Ленинский район, Войковское сельское поселение	45.329258	36.573083
attraction_new_buhta_kipchak	Бухта Кипчак	Оленевка	Республика Крым	45.481444	32.591049
attraction_new_buhta_lyubvi	Бухта Любви	Алушта	Республика Крым	44.759701	34.584932
attraction_new_buhta_omega	Бухта Омега	Севастополь	Севастополь, Гагаринский муниципальный округ	44.597991	33.44367
attraction_new_buhta_ocheretay	Бухта Очеретай	Оленевка	Республика Крым, Черноморский район, Оленевское сельское поселение	45.406984	32.489845
