attraction_privettur_staryy_park_orlovyh_davydovyh_otradnoe	staryy-park-orlovyh-davydovyh-otradnoe	Старый парк Орловых-Давыдовых	Отрадное	44.512429	34.228064	Отрадное	Старый парк Орловых-Давыдовых	1
attraction_privettur_tsentralnyy_plyazh_partenita_partenit	tsentralnyy-plyazh-partenita-partenit	Центральный пляж Партенита	Партенит	44.581816	34.342363	Партенит	Центральный пляж Партенита	1
attraction_new_park_sanatoriya_krym_partenit	park-sanatoriya-krym-partenit	Парк санатория "Крым"	Партенит	44.576684	34.348164	Партенит	Парк санатория «Крым»	1
attraction_privettur_ozero_biryuzovoe_partenit	ozero-biryuzovoe-partenit	Озеро Бирюзовое	Партенит	44.581124	34.347619	Партенит	Озеро Бирюзовое	1
attraction_privettur_plyazh_rekreatsionnogo_kompleksa_katran_privetnoe	plyazh-rekreatsionnogo-kompleksa-katran-privetnoe	Пляж рекреационного комплекса «Катран»	Приветное	44.824759	34.680368	Приветное	Пляж рекреационного комплекса «Катран»	1
attraction_privettur_munitsipalnyy_plyazh_v_rybachem_rybache	munitsipalnyy-plyazh-v-rybachem-rybache	Муниципальный пляж в Рыбачьем	Рыбачье	44.773237	34.597927	Рыбачье	Муниципальный пляж в Рыбачьем	1
attraction_privettur_gorodskoy_plyazh_u_skaly_diva_simeiz	gorodskoy-plyazh-u-skaly-diva-simeiz	Городской пляж у скалы Дива	Симеиз	44.411557	33.993804	Симеиз	Городской пляж у скалы Дива	1
attraction_skala_diva_simeiz	skala-diva-simeiz	Скала Дива	Симеиз	44.400785	34.001045	Симеиз	Скала Дива	1
attraction_privettur_tsentralnyy_plyazh_solnechnogorskogo_solnechnogorskoe	tsentralnyy-plyazh-solnechnogorskogo-solnechnogorskoe	Центральный пляж Солнечногорского	Солнечногорское	44.750152	34.537537	Солнечногорское	Центральный пляж Солнечногорского	1
attraction_privettur_lesopark_satiry_i_yumora_solnechnogorskoe	lesopark-satiry-i-yumora-solnechnogorskoe	Лесопарк сатиры и юмора	Солнечногорское	44.749237	34.536684	Солнечногорское	Лесопарк сатиры и юмора	1
attraction_privettur_haphalskiy_zapovednik_solnechnogorskoe	haphalskiy-zapovednik-solnechnogorskoe	Хапхальский заповедник	Солнечногорское	44.750978	34.540418	Солнечногорское	Хапхальский заповедник	1
attraction_privettur_plyazh_sanatoriya_utes_utes	plyazh-sanatoriya-utes-utes	Пляж санатория «Утес»	Утёс	44.59627	34.367987	Утёс	Пляж санатория «Утес»	1
attraction_mys_plaka	mys-plaka-krym	Мыс Плака	Утёс	44.591175	34.367648	Утёс	Мыс Плака	1
attraction_dvorets_knyagini_gagarinoy	dvorec-knyagini-gagarinoj-krym	Дворец княгини Гагариной	Утёс	44.59336	34.36871	Утёс	Дворец княгини Гагариной	1
attraction_privettur_starinnyy_park_imeniya_kuchuk_lambat_utes	starinnyy-park-imeniya-kuchuk-lambat-utes	Старинный парк имения Кучук-Ламбат	Утёс	44.59024	34.370929	Утёс	Старинный парк имения Кучук-Ламбат	1
attraction_privettur_plyazh_sanatoriya_foros_foros	plyazh-sanatoriya-foros-foros	Пляж санатория «Форос»	Форос	44.389205	33.790807	Форос	Пляж санатория «Форос»	1
attraction_privettur_dom_grafa_kuznetsova_foros	dom-grafa-kuznetsova-foros	Дом графа Кузнецова	Форос	44.391637	33.784473	Форос	Дом графа Кузнецова	1
attraction_privettur_baydarskaya_dolina_foros	baydarskaya-dolina-foros	Байдарская долина	Форос	44.392818	33.784422	Форос	Байдарская долина	1
attraction_privettur_kanon_uzundzhi_foros	kanon-uzundzhi-foros	Каньон Узунджи	Форос	44.391705	33.792339	Форос	Каньон Узунджи	1
attraction_privettur_chertova_lestnitsa_foros	chertova-lestnitsa-foros	Чертова лестница	Форос	44.388641	33.787032	Форос	Чертова лестница	1
attraction_forosskiy_park	forosskiy-park	Форосский парк	Форос	44.3897	33.7819	Форос	Форосский парк	1
attraction_privettur_plyazh_soldatskiy_mramornyy_balaklava	plyazh-soldatskiy-mramornyy-balaklava	Пляж Солдатский / Мраморный	Балаклава	44.503625	33.598172	Балаклава	Пляж Солдатский / Мраморный	1
attraction_krepost_chembalo	krepost-chembalo-balaklava	Крепость Чембало в Балаклаве	Балаклава	44.494623	33.59875	Балаклава	Крепость Чембало	0.8
attraction_privettur_podzemnyy_muzeynyy_kompleks_muzey_podvodnyh_lodok_balaklava	podzemnyy-muzeynyy-kompleks-muzey-podvodnyh-lodok-balaklava	Подземный музейный комплекс / музей подводных лодок	Балаклава	44.497271	33.60296	Балаклава	Подземный музейный комплекс / музей подводных лодок	1
attraction_privettur_zavod_shampanskih_vin_zolotaya_balka_balaklava	zavod-shampanskih-vin-zolotaya-balka-balaklava	Завод шампанских вин «Золотая балка»	Балаклава	44.499398	33.597118	Балаклава	Завод шампанских вин «Золотая балка»	1
attraction_chufut_kale	chufut-kale-krym	Чуфут-Кале	Бахчисарай	44.735589	33.931142	Бахчисарай	Чуфут-Кале	1
attraction_hanskiy_dvorets	hanskij-dvorets-bakhchisaraj	Ханский дворец (Бахчисарайский)	Бахчисарай	44.7482	33.8822	Бахчисарай	Ханский дворец	0.8
attraction_privettur_biyuk_han_dzhami_bahchisaray	biyuk-han-dzhami-bahchisaray	Биюк Хан Джами	Бахчисарай	44.749323	33.858306	Бахчисарай	Биюк Хан Джами	1
attraction_privettur_fontan_slez_bahchisaray	fontan-slez-bahchisaray	Фонтан слез	Бахчисарай	44.748946	33.862227	Бахчисарай	Фонтан слез	1
attraction_privettur_dvortsovyy_kompleks_devlet_saray_bahchisaray	dvortsovyy-kompleks-devlet-saray-bahchisaray	Дворцовый комплекс Девлет-Сарай	Бахчисарай	44.750722	33.864132	Бахчисарай	Дворцовый комплекс Девлет-Сарай	1
attraction_privettur_uspenskiy_monastyr_bahchisaray	uspenskiy-monastyr-bahchisaray	Успенский монастырь	Бахчисарай	44.755477	33.857821	Бахчисарай	Успенский монастырь	1
attraction_privettur_skit_anastasii_uzoreshitelnitsy_bahchisaray	skit-anastasii-uzoreshitelnitsy-bahchisaray	Скит Анастасии Узорешительницы	Бахчисарай	44.749976	33.863619	Бахчисарай	Скит Анастасии Узорешительницы	1
attraction_privettur_sfinksy_doliny_churuk_su_bahchisaray	sfinksy-doliny-churuk-su-bahchisaray	Сфинксы долины Чурук-Су	Бахчисарай	44.749036	33.862416	Бахчисарай	Сфинксы долины Чурук-Су	1
attraction_privettur_ekaterininskaya_milya_bahchisaray	ekaterininskaya-milya-bahchisaray	Екатерининская миля	Бахчисарай	44.755752	33.863063	Бахчисарай	Екатерининская миля	1
attraction_privettur_bahchisarayskiy_park_miniatyur_bahchisaray	bahchisarayskiy-park-miniatyur-bahchisaray	Бахчисарайский парк миниатюр	Бахчисарай	44.756599	33.86053	Бахчисарай	Бахчисарайский парк миниатюр	1
attraction_new_marsianskoe_ozero	marsianskoe-ozero	Марсианское озеро в Крыму	Бахчисарай	44.812063	33.980518	Бахчисарай	Марсианское озеро	1
attraction_new_vodopad_suatkan	vodopad-suatkan	Водопад Суаткан	Бахчисарай	44.550877	33.846247	Бахчисарай	Водопад Суаткан	1
attraction_privettur_chudo_oslik_bahchisaray	chudo-oslik-bahchisaray	«Чудо-ослик»	Бахчисарай	44.752391	33.864595	Бахчисарай	«Чудо-ослик»	1
attraction_new_plyazh_lazurnyy_bereg_v_evpatorii	plyazh-lazurnyy-bereg-v-evpatorii	Пляж Лазурный берег в Евпатории	Евпатория	45.175943	33.321938	Евпатория	Пляж «Лазурный берег»	0.8
attraction_privettur_plyazh_oazis_evpatoriya	plyazh-oazis-evpatoriya	Пляж «Оазис»	Евпатория	45.18854	33.371029	Евпатория	Пляж «Оазис»	1
attraction_privettur_plyazh_robinzon_evpatoriya	plyazh-robinzon-evpatoriya	Пляж «Робинзон»	Евпатория	45.19229	33.363975	Евпатория	Пляж «Робинзон»	1
attraction_privettur_plyazh_solyaris_evpatoriya	plyazh-solyaris-evpatoriya	Пляж «Солярис»	Евпатория	45.188661	33.364102	Евпатория	Пляж «Солярис»	1
attraction_privettur_tsentralnyy_plyazh_evpatorii_evpatoriya	tsentralnyy-plyazh-evpatorii-evpatoriya	Центральный пляж Евпатории	Евпатория	45.193007	33.370795	Евпатория	Центральный пляж Евпатории	1
attraction_new_zateryannyy_mir_evpatoriya	zateryannyy-mir-evpatoriya	Динопарк "Затерянный мир"	Евпатория	45.179013	33.354379	Евпатория	Динопарк «Затерянный мир»	1
attraction_privettur_tropikpark_evpatoriya	tropikpark-evpatoriya	Тропикпарк	Евпатория	45.194481	33.366632	Евпатория	Тропикпарк	1
attraction_new_park_frunze	park-frunze	Парк имени Фрунзе в Евпатории	Евпатория	45.190391	33.363605	Евпатория	Парк имени Фрунзе	0.8
attraction_privettur_dom_velikana_evpatoriya	dom-velikana-evpatoriya	Дом великана	Евпатория	45.193709	33.365083	Евпатория	Дом великана	1
attraction_privettur_muzey_zanimatelnyh_nauk_kak_tak_evpatoriya	muzey-zanimatelnyh-nauk-kak-tak-evpatoriya	Музей занимательных наук «Как?Так!»	Евпатория	45.193955	33.369779	Евпатория	Музей занимательных наук «Как?Так!»	1
attraction_privettur_evpatoriyskiy_karting_tsentr_evpatoriya	evpatoriyskiy-karting-tsentr-evpatoriya	Евпаторийский картинг-центр	Евпатория	45.186639	33.367043	Евпатория	Евпаторийский картинг-центр	1
attraction_new_naberezhnaya_tereshkovoy	naberezhnaya-tereshkovoy	Набережная Терешковой	Евпатория	45.196028	33.379914	Евпатория	Набережная имени В. Терешковой	0.8
attraction_new_evpatoriya_naberezhnaya_gorkogo	evpatoriya-naberezhnaya-gorkogo	Евпаторийская набережная имени Горького	Евпатория	45.185865	33.366277	Евпатория	Набережная имени Горького	0.8571428571428571
attraction_new_akvapark_u_lukomorya	akvapark-u-lukomorya	Аквапарк У Лукоморья	Евпатория	45.184187	33.357922	Евпатория	Аквапарк «У Лукоморья»	1
attraction_privettur_evpatoriyskiy_delfinariy_evpatoriya	evpatoriyskiy-delfinariy-evpatoriya	Евпаторийский дельфинарий	Евпатория	45.190809	33.363605	Евпатория	Евпаторийский дельфинарий	1
attraction_new_evpatoriyskiy_akvarium	evpatoriyskiy-akvarium	Евпаторийский аквариум	Евпатория	45.187745	33.3697	Евпатория	Евпаторийский аквариум	1
attraction_privettur_plyazh_super_akva_zaozernoe	plyazh-super-akva-zaozernoe	Пляж «Супер Аква»	Заозерное	45.161985	33.278349	Заозерное	Пляж «Супер Аква»	1
attraction_privettur_greko_skifskoe_gorodische_chayka_zaozernoe	greko-skifskoe-gorodische-chayka-zaozernoe	Греко-скифское городище «Чайка»	Заозерное	45.155376	33.281019	Заозерное	Греко-скифское городище «Чайка»	1
attraction_privettur_tsentralnyy_plyazh_mezhvodnogo_mezhvodnoe	tsentralnyy-plyazh-mezhvodnogo-mezhvodnoe	Центральный пляж Межводного	Межводное	45.583897	32.848845	Межводное	Центральный пляж Межводного	1
attraction_privettur_tsentr_vodnyh_vidov_sporta_mezhvodnoe	tsentr-vodnyh-vidov-sporta-mezhvodnoe	Центр водных видов спорта	Межводное	45.581266	32.846433	Межводное	Центр водных видов спорта	1
attraction_privettur_ozero_dzharylgach_mezhvodnoe	ozero-dzharylgach-mezhvodnoe	Озеро Джарылгач	Межводное	45.584032	32.848881	Межводное	Озеро Джарылгач	1
attraction_privettur_tsentralnyy_plyazh_nikolaevki_nikolaevka	tsentralnyy-plyazh-nikolaevki-nikolaevka	Центральный пляж Николаевки	Николаевка	44.962022	33.614332	Николаевка	Центральный пляж Николаевки	1
attraction_privettur_akvarium_chernomorskiy_nikolaevka	akvarium-chernomorskiy-nikolaevka	Аквариум «Черноморский»	Николаевка	44.959902	33.61066	Николаевка	Аквариум «Черноморский»	1
attraction_new_naberezhnaya_i_plyazh	naberezhnaya-i-plyazh	Набережная и пляж Новофёдоровки	Евпатория	45.0923	33.5553	Новофедоровка	Набережная Новофедоровки	1
attraction_privettur_plyazh_sanset_olenevka	plyazh-sanset-olenevka	Пляж «Сансет»	Оленевка	45.38729	32.533579	Оленевка	Пляж «Сансет»	1
attraction_mys_tarhankut	mys-tarhankut-krym	Мыс Тарханкут	Оленевка	45.347618	32.494822	Оленевка	Мыс Тарханкут	1
attraction_new_atlesh	atlesh	Большой и Малый Атлеш	Оленевка	45.335385	32.551523	Оленевка	Большой Атлеш	0.8
attraction_privettur_chasha_lyubvi_olenevka	chasha-lyubvi-olenevka	Чаша Любви	Оленевка	45.382064	32.529496	Оленевка	Чаша Любви	1
attraction_privettur_staryy_mayak_olenevka	staryy-mayak-olenevka	Старый маяк	Оленевка	45.379736	32.535116	Оленевка	Старый маяк	1
attraction_new_podvodnyy_muzey_alleya_vozhdey_na_tarhankute	podvodnyy-muzey-alleya-vozhdey-na-tarhankute	Подводный музей "Аллея вождей" на Тарханкуте	Оленевка	45.385116	32.536864	Оленевка	Подводный музей «Аллея вождей»	0.8571428571428571
attraction_privettur_tsentralnyy_plyazh_peschanogo_peschanoe	tsentralnyy-plyazh-peschanogo-peschanoe	Центральный пляж Песчаного	Песчаное	44.846103	33.606155	Песчаное	Центральный пляж Песчаного	1
attraction_privettur_tsentralnyy_plyazh_popovki_popovka	tsentralnyy-plyazh-popovki-popovka	Центральный пляж Поповки	Поповка	45.300463	33.039152	Поповка	Центральный пляж Поповки	1
attraction_privettur_detskiy_plyazh_popovka	detskiy-plyazh-popovka	Детский пляж	Поповка	45.294103	33.0369	Поповка	Детский пляж	1
attraction_privettur_poselkovyy_plyazh_popovka	poselkovyy-plyazh-popovka	Поселковый пляж	Поповка	45.294087	33.036832	Поповка	Поселковый пляж	1
attraction_privettur_respublika_kazantip_plyazh_z_city_popovka	respublika-kazantip-plyazh-z-city-popovka	Республика «Казантип» / пляж «Z-city»	Поповка	45.296	33.032536	Поповка	Республика «Казантип» / пляж «Z-city»	1
attraction_privettur_tsentralnyy_plyazh_saki_saki	tsentralnyy-plyazh-saki-saki	Центральный пляж Саки	Саки	45.136551	33.606336	Саки	Центральный пляж Саки	1
attraction_privettur_sakskoe_ozero_saki	sakskoe-ozero-saki	Сакское озеро	Саки	45.136717	33.599991	Саки	Сакское озеро	1
attraction_privettur_etnograficheskiy_kompleks_sergiev_posad_saki	etnograficheskiy-kompleks-sergiev-posad-saki	Этнографический комплекс «Сергиев Посад»	Саки	45.133165	33.599236	Саки	Этнографический комплекс «Сергиев Посад»	1
attraction_privettur_akvakompleks_saksoniya_saki	akvakompleks-saksoniya-saki	Аквакомплекс «Саксония»	Саки	45.137516	33.600863	Саки	Аквакомплекс «Саксония»	1
attraction_privettur_plyazh_pobedy_sevastopol	plyazh-pobedy-sevastopol	Пляж Победы	Севастополь	44.61273	33.525887	Севастополь	Пляж Победы	1
attraction_privettur_plyazh_akvamarin_sevastopol	plyazh-akvamarin-sevastopol	Пляж «Аквамарин»	Севастополь	44.620639	33.524705	Севастополь	Пляж «Аквамарин»	1
attraction_privettur_plyazh_pesochnyy_sevastopol	plyazh-pesochnyy-sevastopol	Пляж Песочный	Севастополь	44.616143	33.529361	Севастополь	Пляж Песочный	1
attraction_privettur_plyazh_solnechnyy_sevastopol	plyazh-solnechnyy-sevastopol	Пляж Солнечный	Севастополь	44.614761	33.528898	Севастополь	Пляж Солнечный	1
attraction_privettur_plyazh_tolstyak_sevastopol	plyazh-tolstyak-sevastopol	Пляж Толстяк	Севастополь	44.620613	33.524568	Севастополь	Пляж Толстяк	1
attraction_pamyatnik_zatoplennym_korablyam	pamyatnik-zatoplennym-korablyam-sevastopol	Памятник затопленным кораблям	Севастополь	44.618333	33.524444	Севастополь	Памятник затопленным кораблям	1
