213.8	attraction_new_krepost_eni_kale	Крепость Ени-Кале	Керчь	44.629608	33.949688	Керчь	Керчь	Крепость Ени-Кале
194.1	attraction_new_gorodische_mirmekiy	Городище Мирмекий	Керчь	44.876937	34.088577	Керчь	Керчь	Древнее городище Мирмекий
77.8	attraction_new_karaul_oba	Гора Караул-Оба	Новый Свет	44.642295	33.96584	Новый Свет	Новый Свет	Гора Караул-Оба
47.8	attraction_new_gryazevoy_vulkan_dzhau_tepe	Грязевой вулкан Джау-Тепе	Керчь	45.150476	35.930545	Керчь	Керчь	Грязевой вулкан Джау-Тепе
